CybORG v2.1, Scenario2, Commit Hash: Not using git
author: Johannes Loevenich, team: Team.KI, technique: PPO + Greedy decoys
wrappers: ChallengeWrapper2(env=env, agent_name='Blue')
steps: 13, adversary: B_lineAgent, mean: -4.247, standard deviation 0.8068463361142629
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.214.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.214.187'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.214.187'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Remove User2', 'ExploitRemoteService 10.0.214.187'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158')], total reward: -3.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.5.144/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.5.155'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.5.155'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.60.76'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.60.76'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.60.76'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.60.76'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.60.76'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -5.1
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.95.144/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.95.151'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.95.151'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.88.116'), ('Analyse User2', 'ExploitRemoteService 10.0.88.116'), ('Analyse User2', 'ExploitRemoteService 10.0.95.151'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyTomcat Op_Server0', 'DiscoverNetworkServices 10.0.88.116'), ('Analyse User2', 'ExploitRemoteService 10.0.88.116'), ('Analyse User2', 'ExploitRemoteService 10.0.95.151'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.88.116')], total reward: -2.8
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.172.80/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.172.89'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.172.89'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.118.190'), ('Analyse User2', 'ExploitRemoteService 10.0.118.190'), ('Analyse User2', 'ExploitRemoteService 10.0.172.89'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.118.190'), ('Analyse User2', 'ExploitRemoteService 10.0.118.190'), ('Analyse User2', 'ExploitRemoteService 10.0.172.89'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.118.190')], total reward: -3.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.102.128/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.102.136'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.102.136'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.249.248'), ('Analyse User2', 'ExploitRemoteService 10.0.249.248'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.249.248'), ('Remove User2', 'ExploitRemoteService 10.0.102.136'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.249.248'), ('Analyse User2', 'ExploitRemoteService 10.0.249.248'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0')], total reward: -4.3
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.161.192/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.161.193'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.161.193'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.90.97'), ('Analyse User2', 'ExploitRemoteService 10.0.90.97'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.90.97'), ('Remove User2', 'ExploitRemoteService 10.0.161.193'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.90.97'), ('Analyse User2', 'ExploitRemoteService 10.0.90.97'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0')], total reward: -4.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.2.240/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.2.242'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.2.242'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.82.195'), ('Analyse User2', 'ExploitRemoteService 10.0.82.195'), ('Analyse User2', 'ExploitRemoteService 10.0.2.242'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.2.242'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.2.242'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.2.242')], total reward: -4.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.136.80/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.136.81'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.136.81'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.136.81'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.111.42'), ('Analyse User2', 'ExploitRemoteService 10.0.111.42'), ('Analyse User2', 'ExploitRemoteService 10.0.136.81'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.136.81'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.136.81'), ('Restore User3', 'PrivilegeEscalate User3')], total reward: -4.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.217.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.217.76'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.217.76'), ('Analyse Enterprise2', 'PrivilegeEscalate User2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.169.28'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.169.28'), ('Analyse User2', 'ExploitRemoteService 10.0.217.76'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User2', 'ExploitRemoteService 10.0.217.76'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.169.28'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.169.28'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -3.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.18.16/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.18.28'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.18.28'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.15.209'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.15.209'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.15.209'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.15.209'), ('Analyse User2', 'ExploitRemoteService 10.0.18.28'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.15.209')], total reward: -4.3
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.190.240/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.190.242'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.190.242'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.113.194'), ('Analyse User2', 'ExploitRemoteService 10.0.113.194'), ('Analyse User2', 'ExploitRemoteService 10.0.190.242'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.113.194'), ('Analyse User2', 'ExploitRemoteService 10.0.113.194'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.113.194'), ('Remove User2', 'ExploitRemoteService 10.0.190.242')], total reward: -3.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.67.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.67.76'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.67.76'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.166.179'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.166.179'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.166.179'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.166.179'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.166.179'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -5.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.165.240/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.165.245'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.165.245'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.105.178'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.105.178'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.165.245'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.105.178'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.105.178'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.105.178'), ('Remove User2', 'ExploitRemoteService 10.0.165.245')], total reward: -3.4
