CybORG v2.1, Scenario2, Commit Hash: Not using git
author: Johannes Loevenich, team: Team.KI, technique: PPO + Greedy decoys
wrappers: ChallengeWrapper2(env=env, agent_name='Blue')
steps: 20, adversary: B_lineAgent, mean: -6.946, standard deviation 1.568530161867112
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.214.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.214.187'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.214.187'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Remove User2', 'ExploitRemoteService 10.0.214.187'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.120.158')], total reward: -5.8
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.79.48/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.79.62'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.79.62'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.79.62'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.42.189'), ('Analyse User2', 'ExploitRemoteService 10.0.42.189'), ('Analyse User2', 'ExploitRemoteService 10.0.79.62'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.79.62'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.79.62'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.79.62'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.79.62'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.79.62'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.79.62')], total reward: -7.8
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.29.160/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.29.171'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.29.171'), ('Analyse Enterprise2', 'PrivilegeEscalate User2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.190.7'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.190.7'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.190.7'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore User2', 'ExploitRemoteService 10.0.190.7'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.190.7'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.190.7'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.190.7'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.190.0/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.190.14'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.190.14')], total reward: -8.700000000000001
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.18.240/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.18.244'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.18.244'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.137.231'), ('Analyse User2', 'ExploitRemoteService 10.0.137.231'), ('Analyse User2', 'ExploitRemoteService 10.0.18.244'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.18.244'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.18.244'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.18.244'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.18.244'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.18.244'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.18.244'), ('Restore User3', 'PrivilegeEscalate User3')], total reward: -8.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.96.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.96.72'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.96.72'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.102.200'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.102.200'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.96.72'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.102.200'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.102.200'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.96.72'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.102.200'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.102.200'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.102.200'), ('Remove User2', 'ExploitRemoteService 10.0.96.72'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.102.200'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.102.200')], total reward: -6.8
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.163.96/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.163.103'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.163.103'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.28.78'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.28.78'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.28.78'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.28.78'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.28.78'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.28.78'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.28.78'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.28.78'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.28.78')], total reward: -9.1
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.204.80/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.204.81'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.204.81'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.76.158'), ('Analyse User2', 'ExploitRemoteService 10.0.76.158'), ('Analyse User2', 'ExploitRemoteService 10.0.204.81'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.204.81'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.204.81'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.204.81'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.204.81'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.204.81'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.204.81'), ('Remove User2', 'ExploitRemoteService 10.0.204.81')], total reward: -7.9
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.67.224/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.67.237'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.67.237'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.6.11'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.6.11'), ('Analyse User2', 'ExploitRemoteService 10.0.67.237'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.6.11'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.6.11'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.6.11'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.6.11'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.6.11'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.6.11'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.6.11')], total reward: -7.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.119.240/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.119.250'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.119.250'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.205.1'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.205.1'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.205.1'), ('Remove User2', 'ExploitRemoteService 10.0.119.250'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.205.1'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.205.1'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.119.250'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.205.1'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.205.1'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.119.250'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.205.1'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.205.1')], total reward: -5.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.56.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.56.190'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.56.190'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.195.161'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.195.161'), ('Analyse User2', 'ExploitRemoteService 10.0.56.190'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.195.161'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.195.161'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.195.161'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.195.161'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.195.161'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.195.161'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.195.161')], total reward: -7.3
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.222.96/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.222.106'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.222.106'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.87.146'), ('Analyse User2', 'ExploitRemoteService 10.0.87.146'), ('Analyse User2', 'ExploitRemoteService 10.0.222.106'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.87.146'), ('Analyse User2', 'ExploitRemoteService 10.0.87.146'), ('Analyse User2', 'ExploitRemoteService 10.0.222.106'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.87.146'), ('Analyse User2', 'ExploitRemoteService 10.0.87.146'), ('Analyse User2', 'ExploitRemoteService 10.0.222.106'), ('DecoyVsftpd User3', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.87.146'), ('Analyse User2', 'ExploitRemoteService 10.0.87.146'), ('Analyse User2', 'ExploitRemoteService 10.0.222.106'), ('DecoySSHD User3', 'PrivilegeEscalate User4')], total reward: -4.9
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.149.16/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.149.28'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.149.28'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.149.28'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.149.28'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.149.28'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.149.28'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1')], total reward: -4.8
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.178.160/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.178.165'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.178.165'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.247.7'), ('Analyse User2', 'ExploitRemoteService 10.0.247.7'), ('Analyse User2', 'ExploitRemoteService 10.0.178.165'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.247.7'), ('Analyse User2', 'ExploitRemoteService 10.0.247.7'), ('Analyse User2', 'ExploitRemoteService 10.0.178.165'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.247.7'), ('Analyse User2', 'ExploitRemoteService 10.0.247.7'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.247.7'), ('Remove User2', 'ExploitRemoteService 10.0.178.165'), ('DecoyVsftpd User3', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.247.7'), ('Analyse User2', 'ExploitRemoteService 10.0.247.7')], total reward: -5.8
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.79.112/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.79.119'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.79.119'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.81.28'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.81.28'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.81.16/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.81.24'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.81.24'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.81.28'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.81.28'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.81.28'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.81.28'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.81.28'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -9.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.211.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.211.67'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.211.67'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.179.241'), ('Analyse User2', 'ExploitRemoteService 10.0.179.241'), ('Analyse User2', 'ExploitRemoteService 10.0.211.67'), ('Remove User2', 'ExploitRemoteService 10.0.211.67'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.211.67'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.211.67'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.211.67'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.211.67'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.211.67'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.211.67')], total reward: -7.7
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.98.16/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.98.21'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.98.21'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.252.59'), ('Analyse User2', 'ExploitRemoteService 10.0.252.59'), ('Analyse User2', 'ExploitRemoteService 10.0.98.21'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.252.59'), ('Analyse User2', 'ExploitRemoteService 10.0.252.59'), ('Analyse User2', 'ExploitRemoteService 10.0.98.21'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.252.59'), ('Analyse User2', 'ExploitRemoteService 10.0.252.59'), ('Analyse User2', 'ExploitRemoteService 10.0.98.21'), ('DecoyVsftpd User3', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.252.59'), ('Analyse User2', 'ExploitRemoteService 10.0.252.59'), ('Analyse User2', 'ExploitRemoteService 10.0.98.21'), ('DecoySSHD User3', 'PrivilegeEscalate User4')], total reward: -4.9
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.100.144/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.100.150'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.100.150'), ('Analyse Enterprise2', 'PrivilegeEscalate User2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.71.36'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.71.36'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.71.36'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore User2', 'ExploitRemoteService 10.0.71.36'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.71.36'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.71.36'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.71.36'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.71.36'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.71.36')], total reward: -8.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.28.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.28.68'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.28.68'), ('Analyse Enterprise2', 'PrivilegeEscalate User2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.22.244'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.22.244'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.22.244'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore User2', 'ExploitRemoteService 10.0.22.244'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.22.244'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.22.244'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.22.244'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.22.244'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.22.244')], total reward: -8.700000000000001
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.195.16/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.195.20'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.195.20'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.195.20'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.112.213'), ('Analyse User2', 'ExploitRemoteService 10.0.112.213'), ('Analyse User2', 'ExploitRemoteService 10.0.195.20'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.195.20'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.195.20'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.195.20'), ('Remove User2', 'ExploitRemoteService 10.0.195.20'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.195.20'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User3'), ('Analyse User1', 'DiscoverNetworkServices 10.0.112.213'), ('Analyse User2', 'ExploitRemoteService 10.0.112.213')], total reward: -6.0
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.122.16/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.122.17'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.122.17'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.242.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.242.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.122.17'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.242.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.242.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.122.17'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.242.151'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.242.151'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.242.151'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.242.151'), ('Remove User2', 'ExploitRemoteService 10.0.122.17'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1')], total reward: -7.7
